retain,move,depth,query
5152,23785,2,UPDATE ovc_care_health SET facility_id=5152 WHERE facility_id=23785;
4358,10762,3,UPDATE ovc_care_health SET facility_id=4358 WHERE facility_id=10762;
4358,20003,3,UPDATE ovc_care_health SET facility_id=4358 WHERE facility_id=20003;
8394,15818,2,UPDATE ovc_care_health SET facility_id=8394 WHERE facility_id=15818;
4297,9515,3,UPDATE ovc_care_health SET facility_id=4297 WHERE facility_id=9515;
4297,17901,3,UPDATE ovc_care_health SET facility_id=4297 WHERE facility_id=17901;
8999,15530,2,UPDATE ovc_care_health SET facility_id=8999 WHERE facility_id=15530;
3191,13280,3,UPDATE ovc_care_health SET facility_id=3191 WHERE facility_id=13280;
3191,22895,3,UPDATE ovc_care_health SET facility_id=3191 WHERE facility_id=22895;
1997,11642,3,UPDATE ovc_care_health SET facility_id=1997 WHERE facility_id=11642;
1997,21138,3,UPDATE ovc_care_health SET facility_id=1997 WHERE facility_id=21138;
12705,22494,2,UPDATE ovc_care_health SET facility_id=12705 WHERE facility_id=22494;
2230,9632,3,UPDATE ovc_care_health SET facility_id=2230 WHERE facility_id=9632;
2230,18440,3,UPDATE ovc_care_health SET facility_id=2230 WHERE facility_id=18440;
7614,10186,3,UPDATE ovc_care_health SET facility_id=7614 WHERE facility_id=10186;
7614,23264,3,UPDATE ovc_care_health SET facility_id=7614 WHERE facility_id=23264;
6409,10960,3,UPDATE ovc_care_health SET facility_id=6409 WHERE facility_id=10960;
6409,20417,3,UPDATE ovc_care_health SET facility_id=6409 WHERE facility_id=20417;
6921,21412,2,UPDATE ovc_care_health SET facility_id=6921 WHERE facility_id=21412;
4039,18867,2,UPDATE ovc_care_health SET facility_id=4039 WHERE facility_id=18867;
8695,11952,3,UPDATE ovc_care_health SET facility_id=8695 WHERE facility_id=11952;
8695,21943,3,UPDATE ovc_care_health SET facility_id=8695 WHERE facility_id=21943;
5556,13779,3,UPDATE ovc_care_health SET facility_id=5556 WHERE facility_id=13779;
5556,18925,3,UPDATE ovc_care_health SET facility_id=5556 WHERE facility_id=18925;
1010,19366,2,UPDATE ovc_care_health SET facility_id=1010 WHERE facility_id=19366;
1794,11735,3,UPDATE ovc_care_health SET facility_id=1794 WHERE facility_id=11735;
1794,21245,3,UPDATE ovc_care_health SET facility_id=1794 WHERE facility_id=21245;
1283,20919,2,UPDATE ovc_care_health SET facility_id=1283 WHERE facility_id=20919;
792,24150,2,UPDATE ovc_care_health SET facility_id=792 WHERE facility_id=24150;
5631,10711,3,UPDATE ovc_care_health SET facility_id=5631 WHERE facility_id=10711;
5631,19853,3,UPDATE ovc_care_health SET facility_id=5631 WHERE facility_id=19853;
6407,13742,3,UPDATE ovc_care_health SET facility_id=6407 WHERE facility_id=13742;
6407,18959,3,UPDATE ovc_care_health SET facility_id=6407 WHERE facility_id=18959;
8014,12722,3,UPDATE ovc_care_health SET facility_id=8014 WHERE facility_id=12722;
8014,22020,3,UPDATE ovc_care_health SET facility_id=8014 WHERE facility_id=22020;
1239,10558,3,UPDATE ovc_care_health SET facility_id=1239 WHERE facility_id=10558;
1239,19546,3,UPDATE ovc_care_health SET facility_id=1239 WHERE facility_id=19546;
1326,15170,2,UPDATE ovc_care_health SET facility_id=1326 WHERE facility_id=15170;
9528,18042,2,UPDATE ovc_care_health SET facility_id=9528 WHERE facility_id=18042;
3105,10108,3,UPDATE ovc_care_health SET facility_id=3105 WHERE facility_id=10108;
3105,23530,3,UPDATE ovc_care_health SET facility_id=3105 WHERE facility_id=23530;
3415,20184,2,UPDATE ovc_care_health SET facility_id=3415 WHERE facility_id=20184;
4818,9963,3,UPDATE ovc_care_health SET facility_id=4818 WHERE facility_id=9963;
4818,18780,3,UPDATE ovc_care_health SET facility_id=4818 WHERE facility_id=18780;
5691,12155,3,UPDATE ovc_care_health SET facility_id=5691 WHERE facility_id=12155;
5691,21517,3,UPDATE ovc_care_health SET facility_id=5691 WHERE facility_id=21517;
5022,9993,3,UPDATE ovc_care_health SET facility_id=5022 WHERE facility_id=9993;
5022,23986,3,UPDATE ovc_care_health SET facility_id=5022 WHERE facility_id=23986;
5510,16434,2,UPDATE ovc_care_health SET facility_id=5510 WHERE facility_id=16434;
11168,20642,2,UPDATE ovc_care_health SET facility_id=11168 WHERE facility_id=20642;
5530,18276,2,UPDATE ovc_care_health SET facility_id=5530 WHERE facility_id=18276;
7895,13598,3,UPDATE ovc_care_health SET facility_id=7895 WHERE facility_id=13598;
7895,19057,3,UPDATE ovc_care_health SET facility_id=7895 WHERE facility_id=19057;
7049,12919,3,UPDATE ovc_care_health SET facility_id=7049 WHERE facility_id=12919;
7049,22244,3,UPDATE ovc_care_health SET facility_id=7049 WHERE facility_id=22244;
73,21769,2,UPDATE ovc_care_health SET facility_id=73 WHERE facility_id=21769;
8845,10652,3,UPDATE ovc_care_health SET facility_id=8845 WHERE facility_id=10652;
8845,19716,3,UPDATE ovc_care_health SET facility_id=8845 WHERE facility_id=19716;
1386,16922,2,UPDATE ovc_care_health SET facility_id=1386 WHERE facility_id=16922;
4587,20021,2,UPDATE ovc_care_health SET facility_id=4587 WHERE facility_id=20021;
5738,15236,2,UPDATE ovc_care_health SET facility_id=5738 WHERE facility_id=15236;
2373,13017,3,UPDATE ovc_care_health SET facility_id=2373 WHERE facility_id=13017;
2373,22390,3,UPDATE ovc_care_health SET facility_id=2373 WHERE facility_id=22390;
13309,22913,2,UPDATE ovc_care_health SET facility_id=13309 WHERE facility_id=22913;
6053,9318,3,UPDATE ovc_care_health SET facility_id=6053 WHERE facility_id=9318;
6053,17384,3,UPDATE ovc_care_health SET facility_id=6053 WHERE facility_id=17384;
6950,10151,3,UPDATE ovc_care_health SET facility_id=6950 WHERE facility_id=10151;
6950,23378,3,UPDATE ovc_care_health SET facility_id=6950 WHERE facility_id=23378;
2668,16628,2,UPDATE ovc_care_health SET facility_id=2668 WHERE facility_id=16628;
12289,22192,2,UPDATE ovc_care_health SET facility_id=12289 WHERE facility_id=22192;
692,24157,2,UPDATE ovc_care_health SET facility_id=692 WHERE facility_id=24157;
324,14981,2,UPDATE ovc_care_health SET facility_id=324 WHERE facility_id=14981;
1621,16005,2,UPDATE ovc_care_health SET facility_id=1621 WHERE facility_id=16005;
1354,15881,2,UPDATE ovc_care_health SET facility_id=1354 WHERE facility_id=15881;
7736,10367,3,UPDATE ovc_care_health SET facility_id=7736 WHERE facility_id=10367;
7736,23674,3,UPDATE ovc_care_health SET facility_id=7736 WHERE facility_id=23674;
3114,13696,3,UPDATE ovc_care_health SET facility_id=3114 WHERE facility_id=13696;
3114,18971,3,UPDATE ovc_care_health SET facility_id=3114 WHERE facility_id=18971;
2420,23880,2,UPDATE ovc_care_health SET facility_id=2420 WHERE facility_id=23880;
6235,23481,2,UPDATE ovc_care_health SET facility_id=6235 WHERE facility_id=23481;
553,17758,2,UPDATE ovc_care_health SET facility_id=553 WHERE facility_id=17758;
1279,17995,2,UPDATE ovc_care_health SET facility_id=1279 WHERE facility_id=17995;
569,21448,2,UPDATE ovc_care_health SET facility_id=569 WHERE facility_id=21448;
8913,19620,2,UPDATE ovc_care_health SET facility_id=8913 WHERE facility_id=19620;
654,19304,2,UPDATE ovc_care_health SET facility_id=654 WHERE facility_id=19304;
8211,19977,2,UPDATE ovc_care_health SET facility_id=8211 WHERE facility_id=19977;
5420,11199,3,UPDATE ovc_care_health SET facility_id=5420 WHERE facility_id=11199;
5420,20677,3,UPDATE ovc_care_health SET facility_id=5420 WHERE facility_id=20677;
13490,23029,2,UPDATE ovc_care_health SET facility_id=13490 WHERE facility_id=23029;
12549,22369,2,UPDATE ovc_care_health SET facility_id=12549 WHERE facility_id=22369;
6023,17117,2,UPDATE ovc_care_health SET facility_id=6023 WHERE facility_id=17117;
984,19422,2,UPDATE ovc_care_health SET facility_id=984 WHERE facility_id=19422;
8727,23608,2,UPDATE ovc_care_health SET facility_id=8727 WHERE facility_id=23608;
5479,24147,2,UPDATE ovc_care_health SET facility_id=5479 WHERE facility_id=24147;
3945,16330,2,UPDATE ovc_care_health SET facility_id=3945 WHERE facility_id=16330;
8251,14946,2,UPDATE ovc_care_health SET facility_id=8251 WHERE facility_id=14946;
6162,18776,2,UPDATE ovc_care_health SET facility_id=6162 WHERE facility_id=18776;
7578,23607,2,UPDATE ovc_care_health SET facility_id=7578 WHERE facility_id=23607;
5862,9155,2,UPDATE ovc_care_health SET facility_id=5862 WHERE facility_id=9155;
8475,11699,3,UPDATE ovc_care_health SET facility_id=8475 WHERE facility_id=11699;
8475,21197,3,UPDATE ovc_care_health SET facility_id=8475 WHERE facility_id=21197;
91,11624,3,UPDATE ovc_care_health SET facility_id=91 WHERE facility_id=11624;
91,21116,3,UPDATE ovc_care_health SET facility_id=91 WHERE facility_id=21116;
11889,21900,2,UPDATE ovc_care_health SET facility_id=11889 WHERE facility_id=21900;
110,12275,3,UPDATE ovc_care_health SET facility_id=110 WHERE facility_id=12275;
110,21608,3,UPDATE ovc_care_health SET facility_id=110 WHERE facility_id=21608;
777,17766,2,UPDATE ovc_care_health SET facility_id=777 WHERE facility_id=17766;
64,9756,3,UPDATE ovc_care_health SET facility_id=64 WHERE facility_id=9756;
64,18587,3,UPDATE ovc_care_health SET facility_id=64 WHERE facility_id=18587;
985,19445,2,UPDATE ovc_care_health SET facility_id=985 WHERE facility_id=19445;
4210,15494,2,UPDATE ovc_care_health SET facility_id=4210 WHERE facility_id=15494;
7074,21340,2,UPDATE ovc_care_health SET facility_id=7074 WHERE facility_id=21340;
3931,9026,2,UPDATE ovc_care_health SET facility_id=3931 WHERE facility_id=9026;
4623,15274,2,UPDATE ovc_care_health SET facility_id=4623 WHERE facility_id=15274;
6240,23472,2,UPDATE ovc_care_health SET facility_id=6240 WHERE facility_id=23472;
804,13547,3,UPDATE ovc_care_health SET facility_id=804 WHERE facility_id=13547;
804,19008,3,UPDATE ovc_care_health SET facility_id=804 WHERE facility_id=19008;
13053,22732,2,UPDATE ovc_care_health SET facility_id=13053 WHERE facility_id=22732;
4368,20086,2,UPDATE ovc_care_health SET facility_id=4368 WHERE facility_id=20086;
7359,23589,2,UPDATE ovc_care_health SET facility_id=7359 WHERE facility_id=23589;
5573,23742,2,UPDATE ovc_care_health SET facility_id=5573 WHERE facility_id=23742;
8095,15151,2,UPDATE ovc_care_health SET facility_id=8095 WHERE facility_id=15151;
4914,23774,2,UPDATE ovc_care_health SET facility_id=4914 WHERE facility_id=23774;
163,21362,2,UPDATE ovc_care_health SET facility_id=163 WHERE facility_id=21362;
7057,20972,2,UPDATE ovc_care_health SET facility_id=7057 WHERE facility_id=20972;
956,23731,2,UPDATE ovc_care_health SET facility_id=956 WHERE facility_id=23731;
613,12157,3,UPDATE ovc_care_health SET facility_id=613 WHERE facility_id=12157;
613,21519,3,UPDATE ovc_care_health SET facility_id=613 WHERE facility_id=21519;
7108,12815,3,UPDATE ovc_care_health SET facility_id=7108 WHERE facility_id=12815;
7108,21824,3,UPDATE ovc_care_health SET facility_id=7108 WHERE facility_id=21824;
8244,14927,2,UPDATE ovc_care_health SET facility_id=8244 WHERE facility_id=14927;
12256,22165,2,UPDATE ovc_care_health SET facility_id=12256 WHERE facility_id=22165;
1195,11311,3,UPDATE ovc_care_health SET facility_id=1195 WHERE facility_id=11311;
1195,20809,3,UPDATE ovc_care_health SET facility_id=1195 WHERE facility_id=20809;
5147,10244,3,UPDATE ovc_care_health SET facility_id=5147 WHERE facility_id=10244;
5147,23133,3,UPDATE ovc_care_health SET facility_id=5147 WHERE facility_id=23133;
1191,11291,3,UPDATE ovc_care_health SET facility_id=1191 WHERE facility_id=11291;
1191,20791,3,UPDATE ovc_care_health SET facility_id=1191 WHERE facility_id=20791;
7511,23861,2,UPDATE ovc_care_health SET facility_id=7511 WHERE facility_id=23861;
6662,19282,2,UPDATE ovc_care_health SET facility_id=6662 WHERE facility_id=19282;
6294,24261,2,UPDATE ovc_care_health SET facility_id=6294 WHERE facility_id=24261;
6844,16879,2,UPDATE ovc_care_health SET facility_id=6844 WHERE facility_id=16879;
3149,11200,3,UPDATE ovc_care_health SET facility_id=3149 WHERE facility_id=11200;
3149,20679,3,UPDATE ovc_care_health SET facility_id=3149 WHERE facility_id=20679;
4950,10847,3,UPDATE ovc_care_health SET facility_id=4950 WHERE facility_id=10847;
4950,20228,3,UPDATE ovc_care_health SET facility_id=4950 WHERE facility_id=20228;
3711,3801,4,UPDATE ovc_care_health SET facility_id=3711 WHERE facility_id=3801;
3711,11616,4,UPDATE ovc_care_health SET facility_id=3711 WHERE facility_id=11616;
3711,21108,4,UPDATE ovc_care_health SET facility_id=3711 WHERE facility_id=21108;
8423,17776,2,UPDATE ovc_care_health SET facility_id=8423 WHERE facility_id=17776;
2063,15636,2,UPDATE ovc_care_health SET facility_id=2063 WHERE facility_id=15636;
5168,19658,2,UPDATE ovc_care_health SET facility_id=5168 WHERE facility_id=19658;
1942,12585,3,UPDATE ovc_care_health SET facility_id=1942 WHERE facility_id=12585;
1942,21813,3,UPDATE ovc_care_health SET facility_id=1942 WHERE facility_id=21813;
1186,11338,3,UPDATE ovc_care_health SET facility_id=1186 WHERE facility_id=11338;
1186,20838,3,UPDATE ovc_care_health SET facility_id=1186 WHERE facility_id=20838;
4679,17018,2,UPDATE ovc_care_health SET facility_id=4679 WHERE facility_id=17018;
1013,23162,2,UPDATE ovc_care_health SET facility_id=1013 WHERE facility_id=23162;
3588,10779,3,UPDATE ovc_care_health SET facility_id=3588 WHERE facility_id=10779;
3588,20125,3,UPDATE ovc_care_health SET facility_id=3588 WHERE facility_id=20125;
917,17075,2,UPDATE ovc_care_health SET facility_id=917 WHERE facility_id=17075;
959,24025,2,UPDATE ovc_care_health SET facility_id=959 WHERE facility_id=24025;
8370,13527,3,UPDATE ovc_care_health SET facility_id=8370 WHERE facility_id=13527;
8370,23051,3,UPDATE ovc_care_health SET facility_id=8370 WHERE facility_id=23051;
2916,13802,3,UPDATE ovc_care_health SET facility_id=2916 WHERE facility_id=13802;
2916,18894,3,UPDATE ovc_care_health SET facility_id=2916 WHERE facility_id=18894;
6805,22243,2,UPDATE ovc_care_health SET facility_id=6805 WHERE facility_id=22243;
3645,3753,3,UPDATE ovc_care_health SET facility_id=3645 WHERE facility_id=3753;
3645,17822,3,UPDATE ovc_care_health SET facility_id=3645 WHERE facility_id=17822;
5255,9000,3,UPDATE ovc_care_health SET facility_id=5255 WHERE facility_id=9000;
5255,15531,3,UPDATE ovc_care_health SET facility_id=5255 WHERE facility_id=15531;
7439,16610,2,UPDATE ovc_care_health SET facility_id=7439 WHERE facility_id=16610;
6863,9585,3,UPDATE ovc_care_health SET facility_id=6863 WHERE facility_id=9585;
6863,18101,3,UPDATE ovc_care_health SET facility_id=6863 WHERE facility_id=18101;
8633,12188,3,UPDATE ovc_care_health SET facility_id=8633 WHERE facility_id=12188;
8633,21541,3,UPDATE ovc_care_health SET facility_id=8633 WHERE facility_id=21541;
8227,14880,2,UPDATE ovc_care_health SET facility_id=8227 WHERE facility_id=14880;
5043,15180,2,UPDATE ovc_care_health SET facility_id=5043 WHERE facility_id=15180;
7284,15685,2,UPDATE ovc_care_health SET facility_id=7284 WHERE facility_id=15685;
7246,11028,3,UPDATE ovc_care_health SET facility_id=7246 WHERE facility_id=11028;
7246,20493,3,UPDATE ovc_care_health SET facility_id=7246 WHERE facility_id=20493;
3074,9419,3,UPDATE ovc_care_health SET facility_id=3074 WHERE facility_id=9419;
3074,17600,3,UPDATE ovc_care_health SET facility_id=3074 WHERE facility_id=17600;
13144,22803,2,UPDATE ovc_care_health SET facility_id=13144 WHERE facility_id=22803;
11900,21907,2,UPDATE ovc_care_health SET facility_id=11900 WHERE facility_id=21907;
2520,24125,2,UPDATE ovc_care_health SET facility_id=2520 WHERE facility_id=24125;
4456,16542,2,UPDATE ovc_care_health SET facility_id=4456 WHERE facility_id=16542;
7771,12792,3,UPDATE ovc_care_health SET facility_id=7771 WHERE facility_id=12792;
7771,22110,3,UPDATE ovc_care_health SET facility_id=7771 WHERE facility_id=22110;
4947,20105,2,UPDATE ovc_care_health SET facility_id=4947 WHERE facility_id=20105;
4090,19951,2,UPDATE ovc_care_health SET facility_id=4090 WHERE facility_id=19951;
3442,10734,3,UPDATE ovc_care_health SET facility_id=3442 WHERE facility_id=10734;
3442,19968,3,UPDATE ovc_care_health SET facility_id=3442 WHERE facility_id=19968;
312,11449,3,UPDATE ovc_care_health SET facility_id=312 WHERE facility_id=11449;
312,20962,3,UPDATE ovc_care_health SET facility_id=312 WHERE facility_id=20962;
5713,24213,2,UPDATE ovc_care_health SET facility_id=5713 WHERE facility_id=24213;
3242,17003,2,UPDATE ovc_care_health SET facility_id=3242 WHERE facility_id=17003;
9441,17625,2,UPDATE ovc_care_health SET facility_id=9441 WHERE facility_id=17625;
3605,19389,2,UPDATE ovc_care_health SET facility_id=3605 WHERE facility_id=19389;
4760,9311,3,UPDATE ovc_care_health SET facility_id=4760 WHERE facility_id=9311;
4760,17379,3,UPDATE ovc_care_health SET facility_id=4760 WHERE facility_id=17379;
8134,19107,2,UPDATE ovc_care_health SET facility_id=8134 WHERE facility_id=19107;
8162,15287,2,UPDATE ovc_care_health SET facility_id=8162 WHERE facility_id=15287;
906,16992,2,UPDATE ovc_care_health SET facility_id=906 WHERE facility_id=16992;
39,22818,2,UPDATE ovc_care_health SET facility_id=39 WHERE facility_id=22818;
476,12045,3,UPDATE ovc_care_health SET facility_id=476 WHERE facility_id=12045;
476,21439,3,UPDATE ovc_care_health SET facility_id=476 WHERE facility_id=21439;
6410,10824,3,UPDATE ovc_care_health SET facility_id=6410 WHERE facility_id=10824;
6410,20205,3,UPDATE ovc_care_health SET facility_id=6410 WHERE facility_id=20205;
3933,15965,2,UPDATE ovc_care_health SET facility_id=3933 WHERE facility_id=15965;
7978,11439,3,UPDATE ovc_care_health SET facility_id=7978 WHERE facility_id=11439;
7978,20956,3,UPDATE ovc_care_health SET facility_id=7978 WHERE facility_id=20956;
7295,16645,2,UPDATE ovc_care_health SET facility_id=7295 WHERE facility_id=16645;
7788,15407,2,UPDATE ovc_care_health SET facility_id=7788 WHERE facility_id=15407;
2970,19764,2,UPDATE ovc_care_health SET facility_id=2970 WHERE facility_id=19764;
403,17922,2,UPDATE ovc_care_health SET facility_id=403 WHERE facility_id=17922;
6939,12370,3,UPDATE ovc_care_health SET facility_id=6939 WHERE facility_id=12370;
6939,21681,3,UPDATE ovc_care_health SET facility_id=6939 WHERE facility_id=21681;
655,13206,3,UPDATE ovc_care_health SET facility_id=655 WHERE facility_id=13206;
655,22627,3,UPDATE ovc_care_health SET facility_id=655 WHERE facility_id=22627;
960,24023,2,UPDATE ovc_care_health SET facility_id=960 WHERE facility_id=24023;
689,12373,3,UPDATE ovc_care_health SET facility_id=689 WHERE facility_id=12373;
689,21684,3,UPDATE ovc_care_health SET facility_id=689 WHERE facility_id=21684;
1261,23060,2,UPDATE ovc_care_health SET facility_id=1261 WHERE facility_id=23060;
1904,11707,3,UPDATE ovc_care_health SET facility_id=1904 WHERE facility_id=11707;
