household_head_id,hh_id_to_retain,hh_id_to_move,tree_depth
3389247,fd92b9b6-e026-49ea-893e-580c4ac6a9f6,60414eec-bbe9-41a7-a452-40e77bada7cc,5
3389247,fd92b9b6-e026-49ea-893e-580c4ac6a9f6,147a3191-1a85-40ca-8f3b-1b7b3ea65841,5
3389247,fd92b9b6-e026-49ea-893e-580c4ac6a9f6,809d8922-d9a0-4afa-af20-a7657383a203,5
2301406,aebb2105-89ae-4b90-86de-a1a22bdef105,af6496e6-4779-4bc3-94c7-919512f573e8,6
2301406,aebb2105-89ae-4b90-86de-a1a22bdef105,6e1bd531-fcb3-4a2e-bc67-ca7f098d53ee,6
2301406,aebb2105-89ae-4b90-86de-a1a22bdef105,042cc355-3d12-4773-936f-48cdfd89560c,6
2301406,aebb2105-89ae-4b90-86de-a1a22bdef105,9303e53d-8b99-46a5-82c2-41e2ca45b8b2,6
2301406,aebb2105-89ae-4b90-86de-a1a22bdef105,449d6d81-2fc4-4eb9-8129-0bc2474a2bb4,6
1789035,98b220d7-d220-4278-858d-f890db3fd1db,682fde40-b155-4432-9c63-bbb92a07d51c,3
1789035,98b220d7-d220-4278-858d-f890db3fd1db,b31e57a9-5a37-490c-823f-bf0111dcd478,3
1789036,6a1cd645-5c11-4497-826e-00ab3acc3fd5,a2e0c871-f68c-43f3-978e-b8c7e81f8f5b,3
1789036,6a1cd645-5c11-4497-826e-00ab3acc3fd5,8c10e3d8-9b71-47d9-be73-5b7b21c0b25e,3
1789031,79aee0df-a074-4410-aef1-e3f40c8276ec,f4f5ba29-2845-4b5d-83f8-bfac82176283,2
3372620,1cc12414-662c-4dba-8453-7328336467ce,53e93b19-3e71-45e4-813c-bf026dc8a0db,2
3372623,566018a4-9119-4245-b9d2-5e0fa0d625fd,8358c3cf-71f7-48dc-abdc-2353dc7d99e8,2
603535,c363cf80-d2e8-49e7-8121-7616562d0bfd,341b0d7e-c3ce-4ee1-858c-af7dafe13acb,2
1806094,1eda0c0a-c7d3-4719-9d55-276282c36de6,28e69139-b270-4f0c-84fd-89bfc7dd23b2,2
3364705,b99fc22b-b110-4349-b18a-65402b5eaab8,53d65795-e7bd-43e0-8462-e834f933338a,2
3364700,71300223-a7ea-4acb-8d82-4918a1ead1ef,5e9347bb-716a-474d-bc37-1d8e518d1884,3
3364700,71300223-a7ea-4acb-8d82-4918a1ead1ef,ca464e6e-9029-41dd-a54e-6e5f2aa1d132,3
3166402,0b99de36-79db-4e49-b22b-71ca137baaca,1734afec-925e-4529-846a-06efe09c724f,4
3166402,0b99de36-79db-4e49-b22b-71ca137baaca,77e7fa57-522e-41a2-af54-9e60bad6bcba,4
3166402,0b99de36-79db-4e49-b22b-71ca137baaca,9eecd7bf-c33b-4ead-a5ab-1932287bb677,4
2314767,a1b241df-8541-40ec-90bb-d682b93fe9d2,9f171a6b-9996-4904-8239-607d777dc3de,3
2314767,a1b241df-8541-40ec-90bb-d682b93fe9d2,d1e8780e-af5e-44d8-a5a5-63edef8be1b4,3
604673,d66230bf-8044-4f7f-98c2-23a52181155e,79e73d4a-acc7-48b9-9c83-6df67511c168,2
3360083,b711da7c-1645-404d-b5e2-b3b4752dd9a6,1d95d288-3b88-4881-9f11-211dd0049dbc,2
3142936,8c04b844-4fee-48ac-93d0-c9ff305c6c2f,8af93e01-221d-4a69-b8a8-f9380ed5b3c8,2
3371094,5044e772-7c4e-4947-8673-0eef1b7c2d6d,0e878386-e0b6-4628-b31d-0271bc9515eb,3
3371094,5044e772-7c4e-4947-8673-0eef1b7c2d6d,49e35036-0eb6-4515-b032-ca16f522e06f,3
3369912,389b919a-ee64-4c44-87b9-c383220ad569,39099872-422f-4dda-b6bf-7361b0094d11,2
3369917,65fac5e1-ca20-4ce8-9d33-287d192fd2f4,6009dd88-623b-4a71-aaf0-4ebccede60f9,2
3399265,3f643cc4-2941-4c91-b932-3864cb938b41,720ad6a0-83bd-4951-9229-c2c3ea98ae47,4
3399265,3f643cc4-2941-4c91-b932-3864cb938b41,4e164395-8bdb-43c4-9358-f256e37f2846,4
3399265,3f643cc4-2941-4c91-b932-3864cb938b41,500e87b1-cf10-4ffd-a825-6b254ba0bf92,4
3366044,19f8c890-079d-4d47-b331-22a371080260,300c3e24-0718-473d-b65a-061d4d567a51,2
3349280,8b8f0176-876d-4e5c-8500-b1c68f6305ba,68319212-94ab-47f0-a303-7ac966fa1e73,3
3349280,8b8f0176-876d-4e5c-8500-b1c68f6305ba,f756bbd7-080e-42df-adae-5a024057df4a,3
3399691,99fbea2f-23a1-4165-8571-0bba154e6cf3,725139fc-67f6-48dd-a5f1-3421fa6a197a,4
3399691,99fbea2f-23a1-4165-8571-0bba154e6cf3,449ffa77-4f70-4adf-8227-d7e329cd50c4,4
3399691,99fbea2f-23a1-4165-8571-0bba154e6cf3,3c29df14-10ab-4536-bf8a-ddfda9e5690c,4
3399695,25cbbba7-abe7-451a-99c3-161bb3a69813,249e55b7-b6c7-4a9f-a176-6e2225b049f1,5
3399695,25cbbba7-abe7-451a-99c3-161bb3a69813,db245aba-42b6-4d9c-987c-e20f68acd185,5
3399695,25cbbba7-abe7-451a-99c3-161bb3a69813,d9d80f16-8524-40f3-8cfb-6db6e7669a32,5
3399695,25cbbba7-abe7-451a-99c3-161bb3a69813,59e172a9-933d-4f8a-af29-7e183fa61870,5
3349286,dbec2487-5d22-4fa8-bd2d-56e39064a523,c441027c-6ece-49e2-a4cb-80189b9cc036,2
3349353,3bb2c5d4-6b6f-45de-ac53-69da270107d1,85858046-2f73-4a51-93ad-cc36b43dc8ef,3
3349353,3bb2c5d4-6b6f-45de-ac53-69da270107d1,6218e1f5-15b9-41d0-97da-13cb3bd2c408,3
3349350,5338f552-ea77-4b10-aa35-c28c6091e9a4,307933b7-ea1d-44f6-ab0c-ddaa4fda33ff,2
3344239,0ffeb9e6-a5e3-4bfb-be9a-ce1f1ec6e30d,a5341c21-51c3-4fef-bf3b-c0aeaf975797,5
3344239,0ffeb9e6-a5e3-4bfb-be9a-ce1f1ec6e30d,9815fd41-1203-45dd-a338-4b8593b953fd,5
3344239,0ffeb9e6-a5e3-4bfb-be9a-ce1f1ec6e30d,4f355d32-724b-42b4-bbe4-171a4e75fb6d,5
3344239,0ffeb9e6-a5e3-4bfb-be9a-ce1f1ec6e30d,1792b1a6-8a02-4602-89ec-327b948c181a,5
1769861,eb8e515d-5174-480d-b203-788ee870c165,c277a169-0e35-4c93-98fe-665973e86bdb,3
1769861,eb8e515d-5174-480d-b203-788ee870c165,d15aac33-37da-45a4-8a7a-d4166c2c2ab0,3
2230201,16a49de6-25fe-4d92-97c8-25cc94c153bb,1f02331b-fcca-4f06-9d48-6720b4196e47,2
3365936,2a367b1d-ef34-49ae-bdc8-ae344cf52a44,b4c6599b-b1c9-4f78-86d4-b79292b0b87d,5
3365936,2a367b1d-ef34-49ae-bdc8-ae344cf52a44,9540bb0f-60c4-41ae-af60-bdc6791b907f,5
3365936,2a367b1d-ef34-49ae-bdc8-ae344cf52a44,3130e2d1-c073-4018-90f5-f99ad993e0fa,5
3365936,2a367b1d-ef34-49ae-bdc8-ae344cf52a44,83b0a599-b2f6-4f25-ad95-a4121d360176,5
494386,23343ed7-f7a7-4791-a3c7-c9898f58a7a8,d3f681da-8400-468b-b7fd-bbf8eb139f43,2
3146397,21ced9ce-d678-48fc-89ee-0cfb19ce92b2,bce104a0-5c12-4207-b50c-21fea26db9eb,2
1673207,c3fb6dfa-02e6-4682-a279-ce1d5a7c4cb2,3d5b2b85-5076-4b75-9de1-a39e2af6c0a8,2
3247842,aff9319a-204d-4aca-b599-4fe39ecb8948,48a45df2-ae44-4f54-92dd-22463031aaa9,6
3247842,aff9319a-204d-4aca-b599-4fe39ecb8948,20e96e8f-44c1-4e62-bc15-7e719d85e6bb,6
3247842,aff9319a-204d-4aca-b599-4fe39ecb8948,fe4167b0-d935-477a-93c6-c101f4564124,6
3247842,aff9319a-204d-4aca-b599-4fe39ecb8948,da4621ac-a252-4b36-bccc-76534db19ab6,6
3247842,aff9319a-204d-4aca-b599-4fe39ecb8948,0727e07a-21e3-4ab2-8cbd-86235369b120,6
3351977,1f2a5aa9-3caa-45e1-a232-e665e7243a7d,086ee645-093d-400d-9ed5-51ca82d9a35b,4
3351977,1f2a5aa9-3caa-45e1-a232-e665e7243a7d,fd817768-a511-4830-a977-783ebe966eaa,4
3351977,1f2a5aa9-3caa-45e1-a232-e665e7243a7d,2d9cd27d-461a-4bcb-9a82-4554982972f3,4
3236883,742f3aa6-1076-46d2-b2b5-7b11c589617d,d64bbbaa-6a0c-4e06-bad9-6920a7e91386,2
3078629,57fe45de-d952-4c94-955f-f1a0a9c737b2,4c372994-2713-4bf0-8a48-8406e5300048,4
3078629,57fe45de-d952-4c94-955f-f1a0a9c737b2,a040f27e-569e-49fc-bb18-21c85d6b1adf,4
3078629,57fe45de-d952-4c94-955f-f1a0a9c737b2,793ec2cd-0fba-4e06-9978-d682d54b24ab,4
563119,60697ba0-f351-4b52-b03e-44690f9c97ff,c1ee7547-7b0d-4da1-b7ad-34c79dc04ba6,2
2983385,01725aef-9095-4815-a21d-ce3e26c7ede2,acefbb15-0195-4604-98ef-656e2cd3afd8,2
1874017,385fed3f-dae6-4d4a-9557-19b6590f93ad,08fd2bfc-5edb-46cd-a9a7-f5ae6c3ba8d7,2
3371572,ca64430a-21f2-4d8f-9e41-878cbc103563,0f4f149b-5f54-4488-aff1-2a94fe78d568,2
3379761,fefedd60-cfc4-4209-bca3-cb60a503e6a5,543b6344-2cef-4a95-8487-3a520a258942,8
3379761,fefedd60-cfc4-4209-bca3-cb60a503e6a5,7c54fa4c-843a-4720-b4e1-72f1300cc5ec,8
3379761,fefedd60-cfc4-4209-bca3-cb60a503e6a5,ace62d90-6ff3-4ee0-842a-b4c32826a719,8
3379761,fefedd60-cfc4-4209-bca3-cb60a503e6a5,9924588f-b4a8-46a4-9911-071c60613494,8
3379761,fefedd60-cfc4-4209-bca3-cb60a503e6a5,8066ca16-061a-4751-9f04-493218f014dd,8
3379761,fefedd60-cfc4-4209-bca3-cb60a503e6a5,5bb98e30-766f-42ca-8499-2ec8e66e7019,8
3379761,fefedd60-cfc4-4209-bca3-cb60a503e6a5,d9760652-f54c-469d-9f73-ef5cd452cff6,8
3402504,c044bd21-b381-469d-bec8-b6205a22809f,06defc93-cf3a-4493-ba28-ea4ffb7e0597,2
3367081,463d1887-518d-40ae-9efd-49b7245568c8,77e8fe67-6c35-4072-ba78-0f03a9f74898,3
3367081,463d1887-518d-40ae-9efd-49b7245568c8,c6cba90b-70c2-4093-9e26-3b83fae2df0f,3
2227329,2a92ff29-4df4-4ee4-97ad-6006517866b8,7dbc83ee-f657-4578-9000-23af02cb6fab,3
2227329,2a92ff29-4df4-4ee4-97ad-6006517866b8,e389776e-c78b-4cdd-bf63-46c6bd955f7e,3
1766912,61182746-d0fd-4b97-aef2-9333af9e9890,3a72fdfb-31dd-4d32-9837-23847cd27125,2
3346661,6b030919-eb49-41ee-aafd-5ad7be5f5d0c,5d9d9b52-150f-4e93-b0a2-64d4ecaeb2ea,2
3378311,0f9455b1-d9f3-43f5-b99e-7a8d6311f160,cad3a4b0-fcb9-48c9-8c79-de78bfeadd7b,9
3378311,0f9455b1-d9f3-43f5-b99e-7a8d6311f160,d197de21-8ad3-4e53-9d66-4ed9150797b5,9
3378311,0f9455b1-d9f3-43f5-b99e-7a8d6311f160,2bc40392-fcba-4e85-aed4-5d1d65637d84,9
3378311,0f9455b1-d9f3-43f5-b99e-7a8d6311f160,aa3481e4-9a91-49ff-a1ec-b8d504918e97,9
3378311,0f9455b1-d9f3-43f5-b99e-7a8d6311f160,5def961e-effb-4554-82f2-4075d17c7c21,9
3378311,0f9455b1-d9f3-43f5-b99e-7a8d6311f160,a4385abe-ad5a-4b0e-bf8f-c2d3de6b71ba,9
3378311,0f9455b1-d9f3-43f5-b99e-7a8d6311f160,9a0bee77-7a60-419f-814e-266b995303d8,9
3378311,0f9455b1-d9f3-43f5-b99e-7a8d6311f160,af7a686e-b821-4fbd-aaa0-b6fce26c967b,9
1879216,7d7ca44f-3969-4540-9f67-b95f54bcd397,cc25db81-a51e-47b4-a195-c2235a540a0f,3
1879216,7d7ca44f-3969-4540-9f67-b95f54bcd397,0ef7eb5f-1a40-421f-84d3-2f42b7385004,3
3203733,4d73345a-e799-4848-beb6-8435631803ce,fcfa1873-64f2-4279-82c0-4bc25f4808e7,2
2233705,6d1d15c6-ac72-4eb0-bb80-d8cd3c92ce5c,40e3a238-ee0b-45af-9400-bd35367c19ab,2
3365696,9d965679-456e-4d75-9f74-e069a70a3d1e,7b5caf93-c5f5-4eaa-a7c2-c68616c26929,2
2240595,b980ff0c-1356-4df1-9009-acfb81240382,bc2e2bf5-2900-46dd-9e09-86381526b2f7,3
2240595,b980ff0c-1356-4df1-9009-acfb81240382,47e311de-43e0-4f03-97bd-ec62d52f33c4,3
1658284,45048e55-d8c6-40b1-97f9-aa9a80d828fc,144ded38-eb33-4d98-b44f-290944fc23dd,3
1658284,45048e55-d8c6-40b1-97f9-aa9a80d828fc,8df913a4-9606-4eed-809e-ad2589978cdf,3
3366893,1b3b944c-c0f6-4757-ba6f-dfbd121e35af,1823871e-1165-4215-b364-a966a5288063,7
3366893,1b3b944c-c0f6-4757-ba6f-dfbd121e35af,c13b2d9e-7396-4ea2-bacc-4fda90cd437c,7
3366893,1b3b944c-c0f6-4757-ba6f-dfbd121e35af,ec5f07a5-7a10-4655-977f-8526e2f2490e,7
3366893,1b3b944c-c0f6-4757-ba6f-dfbd121e35af,4069fee3-ac13-4163-95eb-a2ffb42825ec,7
3366893,1b3b944c-c0f6-4757-ba6f-dfbd121e35af,823ace68-0ba2-4570-8159-32fa131e406d,7
3366893,1b3b944c-c0f6-4757-ba6f-dfbd121e35af,95203611-4092-4740-a603-f9e4f7a138a0,7
3366891,8acc409d-3b99-4ded-92b6-e0b40c384e8e,a6bf1f8d-7aaf-4bb0-92a9-ece1cfb13788,4
3366891,8acc409d-3b99-4ded-92b6-e0b40c384e8e,96da70bb-50c7-4536-82da-36ac846c1152,4
3366891,8acc409d-3b99-4ded-92b6-e0b40c384e8e,f7ba1a1f-d3fc-42c7-880e-976b18984866,4
3400232,fad182b1-e1ae-440c-b858-a0e33a7c64de,f4deb630-04d5-4938-bc03-de1a36d1a052,4
3400232,fad182b1-e1ae-440c-b858-a0e33a7c64de,7cbb66fb-8442-4f1c-9d91-e25b71824a52,4
3400232,fad182b1-e1ae-440c-b858-a0e33a7c64de,b1061932-f36c-4c8c-b592-19d7b4b3769f,4
3299790,5f79e21a-101b-4c18-b2ca-6aaf2553f569,a6d8562d-71cb-4bbd-8ca4-2ae401d89167,4
3299790,5f79e21a-101b-4c18-b2ca-6aaf2553f569,112563fd-13af-4778-85d6-6ea787d0251d,4
3299790,5f79e21a-101b-4c18-b2ca-6aaf2553f569,9d226125-9f09-4c0a-a09e-c953b99d24a8,4
2274618,c35492ab-01ad-418b-ab64-d024d8547daa,53b9bdb0-7182-4201-be28-d5f95cf4796d,2
3365086,579d588e-3ce6-4572-88ab-676a2818229e,705b139d-183a-40dd-b204-94a7e82e0e13,2
538120,816212cb-5f45-4366-b66e-503a95a248ac,e33dd7bd-74ec-4a5b-b28b-7b9aed3012d2,2
1752595,9c94cd8f-bd13-4268-ae64-0092be7b3bed,3b51da35-b9ed-4bcd-9247-ecc794fa5a7b,2
2241563,1f34ec94-de8f-478a-8048-dfaa4687805e,af98b0f1-c165-4616-9f69-d715d82e29f4,2
3374602,15470518-225d-4ea7-a10e-ef76530c1cfd,f6168dfc-e28b-4c45-b85f-c4e72826a822,3
3374602,15470518-225d-4ea7-a10e-ef76530c1cfd,dc82a837-a772-4a3b-906d-bf89cb1d8530,3
3360739,583242cd-3c84-428f-945f-376bdfc7ec16,9fe059cd-ced4-4578-a0f7-5fb9b3fc3b52,2
3399218,c3bd89fd-e7a6-4ba3-9f8d-37ce289c3e2e,1b10b147-dd57-462e-a7fe-e27b5bd8f060,2
3363668,f06a2683-5cf2-4d1d-8698-fe6dc068896f,aab5021b-0510-4dbf-81db-ee280893011d,5
3363668,f06a2683-5cf2-4d1d-8698-fe6dc068896f,ac97cb83-a3a4-40ea-9d47-820a5479a370,5
3363668,f06a2683-5cf2-4d1d-8698-fe6dc068896f,f52a624c-a58b-43e2-9216-280d5c099886,5
3363668,f06a2683-5cf2-4d1d-8698-fe6dc068896f,9260a379-5136-4cc9-86a6-5ad38f369244,5
3135660,181c6531-03e6-464e-98b6-2cc1d7bbc685,e9dd6584-0ba4-4a05-a765-0fba3b84330f,2
3369259,9f0254b3-b9c4-450f-a342-a2dc83200fdc,4961fa0f-27a7-4ffb-87b2-4cb719064a3f,2
1885350,1324fdfa-1160-43f6-8d12-293abc4c3b11,7c3434b1-5c90-49b8-9f67-ceac84b4418c,4
1885350,1324fdfa-1160-43f6-8d12-293abc4c3b11,6bc9575d-2c1a-4d1f-956c-29f00b8c3eae,4
1885350,1324fdfa-1160-43f6-8d12-293abc4c3b11,a25580c1-025e-4f12-b73f-f0017a1f8552,4
3155280,0fcb6dea-30c5-4766-9f4e-d3a7bd94e083,6711ce73-fd84-40dc-8b90-7e69b8dad4c8,2
3329381,7d2fbd81-d735-4dd3-9381-e060d9cd353e,edd354a0-c5ed-40b0-aff7-989b49376331,3
3329381,7d2fbd81-d735-4dd3-9381-e060d9cd353e,465ca41a-a0c0-4afd-aa7d-1a0ee478f5dd,3
3398044,4ed4d490-b2b9-4e29-8393-8e009fda046a,71b168e8-0fb5-4e24-86d9-2ddde62243a9,2
2308702,89e7b330-520c-426a-9e1b-c3ada3593597,6a1d99d2-9393-4b44-bbb4-856941d66661,2
2240265,dcf67e4c-7cc1-467a-8b5a-277a54a9423d,e3bae671-3ce1-4682-bf99-c3d3d8df5aad,2
2240260,5462a43b-0bc8-4432-b2c8-8545272fe764,1c984bc3-58c8-4973-8391-18e6cdabbdb9,2
1839311,669b24cc-f0f6-40a0-a533-a448c20533bb,2a3c6429-48c4-4c7d-bd5b-abd720a85e15,2
3344898,97f59798-c897-40f5-8876-431b774790cf,efd6ab4b-7727-40b6-a1ad-7a5d389cedd4,4
3344898,97f59798-c897-40f5-8876-431b774790cf,8fda8a3c-839e-4001-a710-5b145af58336,4
3344898,97f59798-c897-40f5-8876-431b774790cf,037b6291-62fc-4b67-a268-0d60586a33b7,4
